CRN,Subject,Course,Section,Title,MeetingType,Registration Dates,Levels,Faculty,campus,scheduleType,instructionalMethod,description,descriptionTR,AssociatedTerm,Credits,CreditsECTS,EngnrECTS,BasicECTS,ECTSExceptionAdmitBefore,ECTSException,ECTSExceptionEngnr,ECTSExceptionBasic,CreditLimit,AllowedLevels,allowedFaculties,deniedFaculties,allowedPrograms,allowedClasses,Time,Days,Where,DateRange,ScheduleType,Instructors
10436,FIN,403,0,Derivative Securities,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FMAN,Sabancı University,Lecture,,"This course serves as a comprehensive introduction to derivative securities.  Forward contracts, futures, options, and swaps are the focal point of the course.  While the main emphasis is on the use of derivatives as risk-transferring/ minimizing devices, valuations of such contracts are also included.  In addition to hedging strategies to be created by any of the derivative securities, various trading strategies involving options (spreads and combinations) are presented. A solid coverage of no arbitrage based pricing is provided as the common underlying premise to valuing derivative securities. Cost-of-carry valuation of forwards and futures, binomial pricing of options, dynamic delta-hedging, the Black-Scholes option pricing formula, basic numerical methods (such as Monte Carlo methods), and swap pricing are introduced.","Bu ders finansal türevlerin kapsamlı bir tanıtımını üstlenir.  Vadeli işlem sözleşmeleri, opsiyonlar, ve değişim kontratları dersin ana temasını oluşturur. Finansal türevlerin risk-dağıtıcı/azaltıcı araçlar olarak tanıtımını ve bu amaçla uygulamada nasıl kullanıldıklarını göstermeyi temel almakla birlikte, bu sözleşmelerin değerlerinin tahmini de kapsanan konular arasındadır. Risk azaltıcı işlevlerine ek olarak, opsiyonların bir arada kullanımı ile oluşturulan çeşitli yatırım stratejilerine de yer verilecektir. Finansal türevlerin fiyatlandırılmasına temel teşkil eden arbitraj modelinin ayrıntılı tanıtımını vadeli-işlem sözleşmelerinde taşıma-maliyeti-değerlemesi, opsiyonlarda ise binomial ve Black-Scholes değerlendirme modelleri, temel sayısal teknikler (örneğin Monte-Carlo simulasyonu) ve swap fiyatlandırması takip edecektir.",202601,3,6,0,0,,,,,,Undergraduate,,,,,4:40 pm - 5:30 pm,T,Fac.of Arts and Social Sci. G018,"Sep 28, 2026 - Dec 31, 2026",2nd del,Orhan Erem Ateşağaoğlu
13067,FIN,405,0,Corporate Mergers & Acquisitions,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FMAN,Sabancı University,Lecture,TR,"This course introduces students with the basic Mergers&Acquisitions concepts and terminology and presents them the financial methods and tools that are commonly employed in the M&A process. The first part of the course covers firm valuation models in detail. The topics in the second part include deal structuring, negotiation, the risk management tools used in the takeover process, and the recent trends in the international and local corporate takeover markets. The roles of private equity and strategic acquirers during the merger process, competition among bidders to acquire target firms, bidding wars and the economic and legal aspects of the takeover process will also be discussed during the course of the semester.","Dersin amacı öğrencilere şirket birleşme ve devralmaları alanındaki temel kavramları öğretmek ve birleşme sürecinde kullanılan finansal yöntemleri aktarmaktır. Dersin ilk kısmında şirket değerleme modelleri detaylı bir biçimde incelenecektir. İkinci kısımda ise, birleşme sırasında taraflar arasında gündeme gelen pazarlık konuları, anlaşmanın yapılandırılması, bu süreçte ortaya çıkan riskleri yönetmek için kullanılan teknikler ve gerek uluslararası gerek yerel pazarda birleşme ekseninde gündeme gelebilecek güncel konular tartışılmaktadır. Özel sermaye fonlarının ve stratejik alıcıların devralma sürecindeki rolleri, devralma sürecinde alıcılar arasında yaşanabilecek rekabet ve teklif savaşları ve devralma sürecinin ekonomik ve hukusal boyutları da ders içinde değinilen konular arasındadır.",202601,3,6,0,0,,,,,,Undergraduate,,,,,8:40 am - 11:30 am,R,Sabancı Business School G013,"Sep 28, 2026 - Dec 31, 2026",1st del,Erkut Baloğlu
13479,FIN,409,0,Banking and Financial Intermediation,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FMAN,Sabancı University,Lecture,TR,"The financial system is critical for a modern, market-based economy. This course will provide a detailed analysis in the economics of the banking industry to assess and participate in the evidence-based policy debate on financial sector reform and innovations such as fintech. The main topics are (1) the economic role of financial intermediaries, with an emphasis on commercial banks; (2) the evolution of markets in which banks and other financial intermediaries operate; (3) the regulation of commercial banks and other financial institutions.","Finansal sistem modern, piyasaya dayalı bir ekonomi için kritik öneme sahiptir. Bu ders, finansal sektör reformu ve fintech gibi yenilikler hakkındaki kanıta dayalı politika tartışmalarını değerlendirmek ve bu tartışmalara katkıda bulunmak için bankacılık endüstrisinin ekonomisinde ayrıntılı bir analiz sağlayacaktır. Ana başlıklar (1) ticari bankalara vurgu yaparak finansal aracıların ekonomik rolü; (2) bankaların ve diğer finansal aracı kuruluşların faaliyet gösterdiği piyasaların gelişimi; (3) ticari bankaların ve diğer finansal kuruluşların düzenlenmesi olacaktır.",202601,3,6,0,0,,,,,,Undergraduate,,,,,10:40 am - 1:30 pm,M,Sabancı Business School G013,"Sep 28, 2026 - Dec 31, 2026",1st del,Ata Bertay
10441,FIN,499,0,Wealth Management,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FMAN,Sabancı University,Lecture,TR,"The course offers a hands-on experience about the practical aspects of financial portfolio management. Along with the concepts covered in the class, students are expected to build a portfolio management notion by thinking on real world problems. The main themes are investment decision making process and investment policy statement, management of individual and institutional portfolios, integrating capital market expectations and asset allocation, technical and practical aspects of portfolio management in traditional asset classes and alternative investments.","Ders, finansal portföy yönetiminin uygulamaya yönelik niteliklerini ön plana çıkarmaktadır. Derste tanıtılan kavramlara paralel olarak, öğrencilerin ders boyunca gerçek yaşam problemleri hakkında düşünerek bir portföy yönetimi nosyonu geliştirmesi beklenmektedir. Derste değinilecek temel konular: Yatırım karar süreci ve yatırım politikası beyanı, bireysel ve kurumsal portföy yönetimi, sermaye piyasası beklentileri ve varlık dağılımı, geleneksel varlık sınıflarında ve alternatif yatırımlarda portföy yönetimi faaliyetinin teknik ve uygulama esasları.",202601,3,6,0,0,,,,,,Undergraduate,,,,,5:40 pm - 8:30 pm,W,Sabancı Business School G013,"Sep 28, 2026 - Dec 31, 2026",2nd del,
13495,FIN,619,0,Empirical Corporate Finance,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student,FMAN,Sabancı University,Lecture,TR,"This course presents available empirical methods that are used to test the theoretical models covered in FIN611. The aim is to provide an in-depth review of the empirical finance research. Students are expected to understand and apply these methods on selected topics including capital structure, payout and corporate takeover theories.","Bu ders, FIN611 dersinde işlenen teorik modellerin test edilmesinde kullanılan ampirik yöntemleri içerir. Ders, ampirik finans literatürünü derinlemesine incelemeyi amaçlar. Öğrencilerden beklenen, bu yöntemleri aralarında şirket sermaye yapısı, kar dağıtımı ve şirket satın alma teorileri de bulunan konularda uygulamaktır.",202601,3,0,0,0,,,,,,Doctorate,,,,,8:40 am - 11:30 am,M,Sabancı Business School G056,"Sep 28, 2026 - Dec 31, 2026",1st del,"Şerif Aziz Şimşir, Evrim Akdoğu"
10442,GEN,341,0,Gender and Society,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FASS,Sabancı University,Lecture,TR,"How have we developed our ideas of what it means to be a woman and what it means to be a man? How do these ideas change historically and from one society to another? Asking these questions and others, this course aims to develop a critical awareness of how gender and sexuality have shaped and have been shaped by political, religious, economic, scientific, and cultural practices and discourses in different parts of the world, including Türkiye.","Kadınlık ve erkeklik hakkındaki fikirlerimizi nereden ediniriz? Bu fikirler tarihsel olarak ve farklı toplumlar arasında ne tür değişiklikler gösterirler? Bu dersin amacı, bu ve buna benzer sorular aracılığıyla Türkiye'de ve dünyanın başka yerlerinde toplumsal cinsiyet ve cinselliğin siyasi, iktisadi, bilimsel ve kültürel pratik ve söylemlerle ilişkisini incelemektir.",202601,3,6,0,0,,,,,,Undergraduate,,,,,2:40 pm - 5:30 pm,T,Fac.of Arts and Social Sci. 1096,"Sep 28, 2026 - Dec 31, 2026",1st del,Ayşecan Terzioğlu
10443,GEN,341D,0,Gender and Society,Discussion,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Erasmus Mundus UG,FASS,Sabancı University,Discussion,,"How have we developed our ideas of what it means to be a woman and what it means to be a man? How do these ideas change historically and from one society to another? Asking these questions and others, this course aims to develop a critical awareness of how gender and sexuality have shaped and have been shaped by political, religious, economic, scientific, and cultural practices and discourses in different parts of the world, including Türkiye.","Kadınlık ve erkeklik hakkındaki fikirlerimizi nereden ediniriz? Bu fikirler tarihsel olarak ve farklı toplumlar arasında ne tür değişiklikler gösterirler? Bu dersin amacı, bu ve buna benzer sorular aracılığıyla Türkiye'de ve dünyanın başka yerlerinde toplumsal cinsiyet ve cinselliğin siyasi, iktisadi, bilimsel ve kültürel pratik ve söylemlerle ilişkisini incelemektir.",202601,0,0,0,0,,,,,,Undergraduate,,,,,11:40 am - 12:30 pm,F,Fac.of Arts and Social Sci. 2031,"Sep 28, 2026 - Dec 31, 2026",1st del,Ayşecan Terzioğlu
12622,GEN,399,0,Independent Study in Gender Studies,Independent Study,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FASS,Sabancı University,Independent Study,TR,"This course allows students to explore an area of gender studies that is not currently covered in regular course offerings. Under the supervision of a faculty member, students are expected to take responsibility for their own learning, including developing together a reading list and forms of evaluation. Students must receive the approval of a supervisor faculty member prior to enrollment.","Toplumsal cinsiyet alanında, lisans programında düzenli sunulan derslerin kapsamadığı konularda araştırma yapmak üzere tasarlanmış bir derstir. Öğrencilerden, bir öğretim üyesinin danışmanlığında okuma listesi oluşturarak ve değerlendirme biçimleri geliştirerek kendi araştırmalarının sorumluluğunu almaları beklenir. Öğrenciler, kayıt öncesi danışman öğretim üyesinin onayını almak zorundadırlar.",202601,3,6,0,0,,,,,,Undergraduate,,,,,,,,"Sep 28, 2026 - Dec 31, 2026",Independent Study,Ateş Ali Altınordu
13519,GEN,540,0,Gender and Society,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FASS,Sabancı University,Lecture,TR,"How have we developed our ideas of what it means to be a woman and what it means to be a man? How do these ideas change historically and from one society to another? Asking these questions and others, this course aims to develop a critical awareness of how gender and sexuality have shaped and have been shaped by political, religious, economic, scientific, and cultural practices and discourses in different parts of the world, including Türkiye.","Kadınlık ve erkeklik hakkındaki fikirlerimizi nereden ediniriz? Bu fikirler tarihsel olarak ve farklı toplumlar arasında ne tür değişiklikler gösterirler? Bu dersin amacı, bu ve buna benzer sorular aracılığıyla Türkiye'de ve dünyanın başka yerlerinde toplumsal cinsiyet ve cinselliğin siyasi, iktisadi, bilimsel ve kültürel pratik ve söylemlerle ilişkisini incelemektir.",202601,3,0,0,0,,,,,,Masters:Doctorate,,,,,2:40 pm - 5:30 pm,T,Fac.of Arts and Social Sci. 1096,"Sep 28, 2026 - Dec 31, 2026",1st del,Ayşecan Terzioğlu
12903,GEN,699,A,PhD Thesis,Thesis,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FASS,Sabancı University,Thesis,TR,"Provides a non-credit framework for the continuous monitoring and collegial discussion of PhD students' thesis research and writing, which they are expected to accomplish under the supervision of a Faculty advisor plus other thesis committee members following the completion of their course-work.","Bu kredisiz ders, Doktora öğrencilerinin, biri danışmanları olmak üzere üç kişilik tez izleme komitesinin gözetiminde, ders ve seminer çalışmaları bittikten sonra gerçekleştirmeleri beklenen tez araştırma ve yazma süreçlerinin sürekli denetimi ve meslekdaşları arasında tartışılması için elverişli bir çerçeve oluşturmayı amaçlar.",202601,0,2,0,0,,,,,,Masters:Doctorate,,,,,,,,"Sep 28, 2026 - Dec 31, 2026",Thesis,Ayşecan Terzioğlu
13084,GEN,699,B,PhD Thesis,Thesis,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FASS,Sabancı University,Thesis,TR,"Provides a non-credit framework for the continuous monitoring and collegial discussion of PhD students' thesis research and writing, which they are expected to accomplish under the supervision of a Faculty advisor plus other thesis committee members following the completion of their course-work.","Bu kredisiz ders, Doktora öğrencilerinin, biri danışmanları olmak üzere üç kişilik tez izleme komitesinin gözetiminde, ders ve seminer çalışmaları bittikten sonra gerçekleştirmeleri beklenen tez araştırma ve yazma süreçlerinin sürekli denetimi ve meslekdaşları arasında tartışılması için elverişli bir çerçeve oluşturmayı amaçlar.",202601,0,2,0,0,,,,,,Masters:Doctorate,,,,,,,,"Sep 28, 2026 - Dec 31, 2026",Thesis,Kristen Sarah Biehl Öztuzcu
11976,GEN,700,0,Readings and Research on Gender,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FASS,Sabancı University,Lecture,TR,A course for advanced graduate students to focus on specific  topics in gender and women's studies.,İleri düzey doktora öğrencilerinin ihtiyaçlarına göre tasarlanacak bir seminer çerçevesinde toplumsal cinsiyet çalışmaları alanında belirli konular üzerine yoğun okuma ve araştırma.,202601,3,0,0,0,,,,,,Masters:Doctorate,,,,,,,,"Sep 28, 2026 - Dec 31, 2026",Lecture,Ateş Ali Altınordu
10456,HART,234,0,Classical Mythology in Art,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FASS,Sabancı University,Lecture,TR,"This course is intended as an introduction to Greek and Roman mythology. The aim is to acquaint students to the major mythological characters and stories. Greek and Roman gods, goddesses, demigods, heroes and their stories have employed and interpreted in works of art, literature, and music throughout centuries. This course aims to offer a basic yet solid background to students who wish to have a better understanding of such reflections in various fields of cultural production. Without disregarding the religious and ritual aspects of mythology, this course focuses on the characters and the stories themselves rather than theory. Following the trail of Ovid, the course will explore how myths were used in the visual arts.","Bu ders Yunan ve Roma mitolojisine giriş niteliğindedir. Dersin amacı öğrencilerin belli başlı mitolojik karakterler ve öyküler ile aşina olmalarını sağlamaktır. Yunan ve Roma tanrıları, tanrıçaları, kahramanları ve onların hikayeleri yüzyıllar boyunca sanatta, edebiyatta ve müzikte işlenmiş ve yorumlanmıştır. Bu ders farklı kültürel üretim yansımaları daha iyi anlamak isteyen öğrencilere sağlam bir temel kazandırmayı hedeflemektedir. Bu derste kuramdan ziyade karakterler ve hikayeler üzerinde durulacak, mitolojinin dini ve ritüel yönleri de göz ardı edilmeyecektir. Ovid’i temel alarak mitlerin görsel sanatlarda nasıl kullanıldığını keşfedeceğiz.",202601,3,6,0,0,,,,,,Undergraduate,,,,,1:40 pm - 2:30 pm,W,Fac.of Arts and Social Sci. 1101,"Sep 28, 2026 - Dec 31, 2026",2nd del,Zeynep Nevin Yelçe
10456,HART,234,0,Classical Mythology in Art,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FASS,Sabancı University,Lecture,TR,"This course is intended as an introduction to Greek and Roman mythology. The aim is to acquaint students to the major mythological characters and stories. Greek and Roman gods, goddesses, demigods, heroes and their stories have employed and interpreted in works of art, literature, and music throughout centuries. This course aims to offer a basic yet solid background to students who wish to have a better understanding of such reflections in various fields of cultural production. Without disregarding the religious and ritual aspects of mythology, this course focuses on the characters and the stories themselves rather than theory. Following the trail of Ovid, the course will explore how myths were used in the visual arts.","Bu ders Yunan ve Roma mitolojisine giriş niteliğindedir. Dersin amacı öğrencilerin belli başlı mitolojik karakterler ve öyküler ile aşina olmalarını sağlamaktır. Yunan ve Roma tanrıları, tanrıçaları, kahramanları ve onların hikayeleri yüzyıllar boyunca sanatta, edebiyatta ve müzikte işlenmiş ve yorumlanmıştır. Bu ders farklı kültürel üretim yansımaları daha iyi anlamak isteyen öğrencilere sağlam bir temel kazandırmayı hedeflemektedir. Bu derste kuramdan ziyade karakterler ve hikayeler üzerinde durulacak, mitolojinin dini ve ritüel yönleri de göz ardı edilmeyecektir. Ovid’i temel alarak mitlerin görsel sanatlarda nasıl kullanıldığını keşfedeceğiz.",202601,3,6,0,0,,,,,,Undergraduate,,,,,1:40 pm - 2:30 pm,W,Fac.of Arts and Social Sci. 1101,"Sep 28, 2026 - Dec 31, 2026",2nd del,Zeynep Nevin Yelçe
12003,HART,292,0,From Modern to Contemporary Art,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FASS,Sabancı University,Lecture,,"This course is a historical survey of art practices from the late 19th century to the contemporary era in the Western art world,  with a focus on major trends, such as Impressionism, Cubism, Expressionism, Abstract Art, Pop, Minimalism, Conceptualism. Introducing the historical and cultural context that influenced the transformation of artistic expression, the course equips students with an understanding of the concept and visual expressionof the avant-garde within a diversity of mediums from painting and sculpture to performance, installation and participatory practices.","Bu ders, Batı sanat dünyasında 19. Yüzyıl sonundan günümüze uzanan süreçte yaşanan sanat tarihsel gelişmeleri, Empresyonizm, Kübizm, Ekspresyonizm, Soyut Sanat, Pop, Minimalizm, Kavramsalcılık gibi belli başlı akımlar etrafında ele alır.  Sanatsal ifadeyi etkileyen tarihsel ve kültürel bağlamlar etrafında, resim ve heykelden performans, enstalasyon ve katılımcı pratiklere uzanan bir çeşitlilikle avangard kavramının anlamı ve görsel ifadesi irdelenir.",202601,3,6,0,0,,,,,,Undergraduate,,,,,1:40 pm - 4:30 pm,W,Fac.of Arts and Social Sci. G048,"Sep 28, 2026 - Dec 31, 2026",1st del,
13520,HART,425,0,Art & History at the Museum,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus UG:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FASS,Sabancı University,Lecture,TR,"Art and History at the Museum is an art history course designed to facilitate the research of specific objects, exhibitions and/or archival material housed in museums, and specifically the Sakıp Sabancı Museum in Istanbul. While its main focus is on provenance research and object histories within the museum’s permanent collections, histories of temporary museum exhibitions and/or creating historical context as exhibition content are also within the scope of the course which aims to equip students with an understanding of the functioning of a museum as an educational tool of art historical knowledge. The course is open to all students who are willing to engage in the “detective work” that is necessary to trace the provenance of objects in museum inventories, and have an interest in discussions around art, material culture, museums, exhibitions, art history as a discipline, curatorial practice and theory, and the ways in which historical narratives are constructed through the care, management and presentation of artistic and cultural objects.","“Müzede Sanat ve Tarih”, müzelerde bulunan çeşitli eserler, sergiler ve/veya arşiv materyalleri üzerine araştırmayı kolaylaştırmak amacıyla tasarlanmış bir sanat tarihi dersidir; özellikle İstanbul’daki Sakıp Sabancı Müzesi bu kapsamda odak noktalarından biridir. Dersin temel odağı, müzenin kalıcı koleksiyonları içindeki eserlerin köken (provenans) araştırmaları olmakla birlikte, geçici müze sergilerinin tarihleri ve/veya sergi içeriği olarak tarihsel bağlam oluşturma da dersin kapsamına dahildir. Bu ders, öğrencilere müzenin sanat tarihi bilgisinin aktarımında bir eğitim aracı olarak nasıl işlediğine dair bir anlayış kazandırmayı amaçlar. Ders, müze envanterlerindeki eserlerin kökenini izlemek için gerekli olan kapsamlı araştırmaya katılmaya istekli olan ve sanat, maddi kültür, müzeler, sergiler, bir disiplin olarak sanat tarihi, küratöryel pratik ve teori ile sanatsal ve kültürel nesnelerin korunması, yönetimi ve sunumu yoluyla tarihsel anlatıların nasıl inşa edildiğine dair tartışmalara ilgi duyan tüm öğrencilere açıktır.",202601,3,6,0,0,,,,,,Undergraduate,,,,,9:40 am - 12:30 pm,F,,"Sep 28, 2026 - Dec 31, 2026",1st del,Ahu Antmen Akiska
13521,HART,525,0,Art & History at the Museum,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student:Exchange - Socrates Erasmus MA:Exchange - Socrates Erasmus DR:Exchange - Erasmus Mundus MA:Exchange - Erasmus Mundus DR:Exchange - Erasmus Mundus UG,FASS,Sabancı University,Lecture,TR,"Art and History at the Museum is an art history course designed to facilitate the research of specific objects, exhibitions and/or archival material housed in museums, and specifically the Sakıp Sabancı Museum in Istanbul. While its main focus is on provenance research and object histories within the museum’s permanent collections, histories of temporary museum exhibitions and/or creating historical context as exhibition content are also within the scope of the course which aims to equip students with an understanding of the functioning of a museum as an educational tool of art historical knowledge. The course is open to all students who are willing to engage in the “detective work” that is necessary to trace the provenance of objects in museum inventories, and have an interest in discussions around art, material culture, museums, exhibitions, art history as a discipline, curatorial practice and theory, and the ways in which historical narratives are constructed through the care, management and presentation of artistic and cultural objects.","“Müzede Sanat ve Tarih”, müzelerde bulunan çeşitli eserler, sergiler ve/veya arşiv materyalleri üzerine araştırmayı kolaylaştırmak amacıyla tasarlanmış bir sanat tarihi dersidir; özellikle İstanbul’daki Sakıp Sabancı Müzesi bu kapsamda odak noktalarından biridir. Dersin temel odağı, müzenin kalıcı koleksiyonları içindeki eserlerin köken (provenans) araştırmaları olmakla birlikte, geçici müze sergilerinin tarihleri ve/veya sergi içeriği olarak tarihsel bağlam oluşturma da dersin kapsamına dahildir. Bu ders, öğrencilere müzenin sanat tarihi bilgisinin aktarımında bir eğitim aracı olarak nasıl işlediğine dair bir anlayış kazandırmayı amaçlar. Ders, müze envanterlerindeki eserlerin kökenini izlemek için gerekli olan kapsamlı araştırmaya katılmaya istekli olan ve sanat, maddi kültür, müzeler, sergiler, bir disiplin olarak sanat tarihi, küratöryel pratik ve teori ile sanatsal ve kültürel nesnelerin korunması, yönetimi ve sunumu yoluyla tarihsel anlatıların nasıl inşa edildiğine dair tartışmalara ilgi duyan tüm öğrencilere açıktır.",202601,3,0,0,0,,,,,,Masters:Doctorate,,,,,9:40 am - 12:30 pm,F,,"Sep 28, 2026 - Dec 31, 2026",1st del,Ahu Antmen Akiska
10654,HIST,191,A,Principles of Atatürk and the History of the Turkish Revolution I,Lecture,No dates available,Doctorate:Undeclared:Scientific Preparatory:Undergraduate:Masters:Special Student,FASS,Sabancı University,Lecture,,"HIST 191 provides a comprehensive academic perspective on the history of the late Ottoman Empire and the societies that lived there in the past and present. HIST 191 is designed as complementary to HIST 192 that follows-up the content and timeline introduced in HIST 191 course, in a thematic order, by reflecting on major milestones in the history of the Ottoman Empire from the early 19th century up to the end of World War I. Taking the history of the late Ottoman Empire at its center, HIST 191 offers an interdisciplinary approach by relying on other disciplines including human history, political science, economy, and sociology. Besides, the content of HIST 191 is strongly related to the content of TLL 101. The thematic structure and the chronological framework of these separate courses follow parallel trajectories. To that end, the course provides a chance to relate the historical content of HIST 191 to the literary works that are studied in TLL 101. Finally, this course aims to teach basics of academic literacy, source criticism and fact-checking as integrated skills whilst dealing with the content material.","HIST 191 dersi, Osmanlı İmparatorluğu’nun son yüzyılında, imparatorluğun hüküm sürdüğü geniş coğrafyada yaşamış toplulukların geçmişi ile bugün arasındaki tarihsel ilişkiyi akademik bir perspektiften ele almaktadır. Takip eden HIST 192 dersini içerik ve kronoloji olarak tamamlayıcı bir yapıda düzenlenmiş olan bu ders 19. yüzyıl başından I. Dünya Savaşı sonuna kadar uzanan bir zaman aralığında Osmanlı İmparatorluğu’nun son yüzyılına şekil vermiş başlıca tarihsel süreçleri ve dönüm noktalarını tematik bir düzlemde ele alır. Her ne kadar dersin merkezinde Osmanlı coğrafyası var ise de, HIST 191 dersi İnsanlık Tarihi, Siyaset Bilimi, Ekonomi ve Sosyoloji gibi muhtelif disiplinlerin, farklı sosyal ve beşeri bilimlerin, birikimlerine de referanslar vererek ilerleyen, disiplinlerarası bir kurguya sahiptir. Buna ilaveten, HIST 191 dersi ele aldığı temalar ve çizdiği kronolojik çerçeve itibarıyla TLL 101 dersi ile belli bir eşgüdüm içerisinde ilerler. Bu sayede öğrencilere HIST 191’de karşılaştıkları konularla TLL 101 dersinde okudukları edebiyat eserlerini ilişkilendirme fırsatı sunar. Son olarak, HIST 191 dersi akademik okuryazarlık, kaynaklara eleştirel bakış ve olgu doğrulamaya dair temel becerileri dersin içeriği ile birlikte öğretmeyi hedefler.",202601,2,3,0,0,2013,4,0,0,,Undergraduate,,,,,9:40 am - 11:30 am,M,Fac. of Engin. and Nat. Sci. G077,"Sep 28, 2026 - Dec 31, 2026",1st del,"Mehmet Kuru, Burhan İzgin, Ayşe Ozil"
